id,nom_estab,raz_social,codigo_act,per_ocu,telefono,correoelec,www,nom_vial,numero_ext,cve_mun,latitud,longitud
8347791,Afibra De Mexico,Afibra De Mexico S De Rl De Cv,326198,0 a 5 personas,,miryam@afibra.com,www.afibra.com,Guacamayo,1130.0,39,20.65041033,-103.35780577
1689840,Afibra De Mexico,Afibra De Mexico S De Rl De Cv,326198,0 a 5 personas,,miryam@afibra.com,www.afibra.com,Mirlo,1458.0,39,20.65167059,-103.35834488
1689838,Afibra De Mexico,Afibra De Mexico S De Rl De Cv,326198,101 a 250 personas,,miryam@afibra.com,www.afibra.com,Mirlo,1458.0,39,20.65156638,-103.3583873
1887043,Agencia De Publicidad Agendas Y Carpetas Cristo Rey,,323119,6 a 10 personas,,ventas@articuloscristorey.com,www.articulosejecutivoscristorey.com,Fidel Velazquez Sanchez,1339.0,39,20.71293917,-103.35195254
7490521,Agencia De Publicidad Grafico 360,,323119,0 a 5 personas,3153553042.0,cihuatlangrafico360@hotmail.com,,Allende,,22,19.23742524,-104.55718344
1835518,Agencia De Publicidad Inovacion,,323119,0 a 5 personas,3338330525.0,,,Lopez Cotilla,408.0,120,20.72670361,-103.38933175
1687935,Agencia De Publicidad Sin Nombre Boxpublicidad Y El Gallopublicidad,,323119,0 a 5 personas,,elgallo.publicidad@gmail.com,,Revolucion,1733.0,39,20.65684724,-103.31941753
9061914,Agencia De Publicidad Y Venta De Promociones,,323119,0 a 5 personas,3310758871.0,elartedela_creatividad@hotmail.com,,Isla Antigua,3019.0,39,20.63980841,-103.385451
1842596,Agendas Avante,Agendas Avante Sa De Cv,323119,0 a 5 personas,,administracion@agendasavante.com,,Reforma,566.0,39,20.68021983,-103.35141429
9450388,Agromanufacturas,Agromanufacturas Sa De Cv,321920,11 a 30 personas,3331667843.0,agromanufacturas@hotmail.com,,Miguel Aleman,380.0,98,20.562001,-103.4022926
6808833,Agroshields Industries,Agroshields Industries Sa De Cv,326199,31 a 50 personas,,contraloria@agroshields.com,,Javier Mina,1736.0,120,20.64677071,-103.44121867
6340128,Agrotileno De Mexico,Agrotileno De Mexico Sa De Cv,326110,101 a 250 personas,,recepcion@agromex.com.mx,www.agromex.com.mx,A,700.0,70,20.518659,-103.24436212
1746790,Ai Soluciones Graficas,,323119,6 a 10 personas,3761080405.0,rotu_arte@hotmail.com,,Hidalgo,29.0,30,20.29601552,-103.23511075
1679692,Aislamientos Renovados,,326140,6 a 10 personas,,,,Francisco Sanchez De Tagle,1441.0,39,20.72230045,-103.29645421
6337257,Aislantes Y Empaques,Aislantes Y Empaques Sa De Cv,326140,101 a 250 personas,,pedro.nuno@aislantesyempaques.com,,Carretera Guadalajara -Mexico- Morelia Km 21+500,,97,20.48991867,-103.4912995
6338812,Aislantes Y Empaques,Aislantes Y Empaques Sa De Cv,326140,6 a 10 personas,,pedro.nuno@ailantesyempaques.com,,Alemania,1685.0,39,20.66537806,-103.36295765
8401622,Alache Ceramica,,327111,0 a 5 personas,3318508865.0,a.ceramics.mx@gmail.com,,Francisco I. Madero,1030.0,39,20.67330794,-103.36150383
1870585,Alarpack,Alarpack Sa De Cv,326110,6 a 10 personas,3338122380.0,,,Cipres,1199.0,39,20.65422078,-103.35756144
8650397,Alarpack,Alarpack Sa De Cv,326110,11 a 30 personas,,contabilidad@alarpack.com,,Nardo,1000.0,70,20.57453851,-103.28534771
8420181,Albercas Pool Point,,326198,6 a 10 personas,,,,Calzada Del Federalismo Norte,1219.0,39,20.69451741,-103.35465525
6752408,Alca Pet,Alca Pet S De Rl De Cv,326160,11 a 30 personas,,,,De Las Gardenias,16.0,97,20.45667559,-103.25541827
1667305,Alcanse Impresos,,323119,0 a 5 personas,3336147339.0,alcansefacturas@hotmail.com,,Nueva Galicia,989.0,39,20.66966948,-103.350167
1734698,Alcantarillados Irriegos De Mexico,Alcantarillados Irriegos De México ,326120,0 a 5 personas,,,,Granada,88.0,98,20.61750399,-103.30608671
1655613,Alcantarillados Y Riegos De Mexico,,326120,11 a 30 personas,,ardemex_karla@hotmail.com,,Sandia,100.0,98,20.61705132,-103.30659715
1846252,Alcaraz Participacion,,323119,0 a 5 personas,3336584578.0,,,Donato Guerra,11.0,39,20.67619466,-103.35042506
1842687,Alcaraz Participaciones,,323119,0 a 5 personas,,alcarazparticipaciones@yahoo.com.mx,,Gonzalez Ortega,157.0,39,20.67885264,-103.35037022
7885527,Alcom Plastic De Mexico,,326193,0 a 5 personas,,paola.valencia@alcomplastic.com,www.alcomplas.com,Vereda De Las Dalias,44.0,97,20.4520516,-103.24688698
1880492,Alcomplastic De México,,326193,11 a 30 personas,31616488.0,macario_valencia@hotmail.com,www.alcomplastic.com,Vereda De Las Magnolias,26.0,97,20.4553133,-103.24164159
9467501,Aldex Empaques De Mexico,Aldex Empaques De Mexico Sa De Cv,322210,11 a 30 personas,,,,Vereda De Las Dalias,14.0,97,20.45186421,-103.2481626
1691563,Aleaciones Plasticas,Aleaciones Plasticas Sa De Cv,326110,11 a 30 personas,,,,Hernan Cortes,6833.0,120,20.61121554,-103.43290805
1668756,Alfaprint,,323119,0 a 5 personas,3315226273.0,ventas@alfaprint.com.mx,alfaprint.com.mx,8 De Julio,561.0,39,20.66895505,-103.35257448
7224938,Alfareia Angel,,327111,0 a 5 personas,,,,Diego Rivera,,33,20.44402955,-102.14139854
7862551,Alfareia Angel 2,,327111,0 a 5 personas,,,,Diego Rivera,,33,20.44475119,-102.1413241
8282456,Alfareria,,327111,0 a 5 personas,,,,Emiliano Zapata,237.0,98,20.64247727,-103.30450863
7406451,Alfareria,,327111,0 a 5 personas,,,,Vicente Guerrero,1413.0,98,20.60631211,-103.28018807
7626158,Alfareria,,327111,0 a 5 personas,,,,10 De Mayo,24.0,94,20.87317337,-103.8371608
7117007,Alfareria,,327111,0 a 5 personas,3310044943.0,,,Republica De Uruguay,273.0,98,20.63308213,-103.3045677
7406581,Alfareria,,327111,0 a 5 personas,,,,Tlauepaque,22.0,98,20.60651216,-103.27780646
1647623,Alfareria,,327111,0 a 5 personas,,,,Ramon Corona,483.0,23,19.69396883,-103.46423928
1770274,Alfareria,,327111,0 a 5 personas,,,,Lopez Rayon,0.0,15,19.7745137,-104.37286628
7406397,Alfareria,,327111,0 a 5 personas,,,,Mariano Abasolo,0.0,98,20.60335731,-103.26933695
7117008,Alfareria,,327111,0 a 5 personas,,,,Republica De Uruguay,272.0,98,20.63299852,-103.30459995
1648433,Alfareria,,327111,0 a 5 personas,3414132538.0,,,Gobernador Ingeniero Alberto Cardenas Jimenez,993.0,23,19.68669458,-103.4702626
8846900,Alfareria,,327111,0 a 5 personas,3333465296.0,,,Avenida De Las Americas,96.0,98,20.63416065,-103.30337811
7615224,Alfareria,,327111,0 a 5 personas,,,,Paseo De Las Ranas,,67,20.74983593,-105.1505535
7871185,Alfareria,,327111,0 a 5 personas,,,,Juarez,0.0,65,19.25292091,-103.37941686
1840514,Alfareria Alvarez,,327111,0 a 5 personas,3312034509.0,,,Tonala,268.0,101,20.61855439,-103.25347298
7406027,Alfareria Alvarez Hinojosa,,327111,0 a 5 personas,3317658694.0,,,Tonala,268.0,101,20.61856391,-103.25333086
1626587,Alfareria Angel,,327111,11 a 30 personas,,,,Libramiento,426.0,33,20.44373707,-102.14085671
1626169,Alfareria Angel,,327111,6 a 10 personas,3459340201.0,,,Libramiento,291.0,33,20.44004267,-102.12951958
1626585,Alfareria Angel 2,,327111,6 a 10 personas,,,,Libramiento,450.0,33,20.44470014,-102.14075751
9136607,Alfareria Balader,,327111,0 a 5 personas,3313656025.0,,,Matamoros,353.0,101,20.62124425,-103.24856168
1626590,Alfareria Barrera,,327111,0 a 5 personas,,,,Antonio Bravo,,33,20.45115219,-102.14727828
1895185,Alfareria Bernal,,327111,6 a 10 personas,,,,Obregon,63.0,75,20.79641432,-104.1943053
1626202,Alfareria Constancia,,327111,6 a 10 personas,3521127421.0,,,Morelos,303.0,33,20.44785178,-102.14096387
1927707,Alfareria Elaboracion De Teja Sin Nombre,,327111,0 a 5 personas,,,,Reforma,38.0,101,20.62251212,-103.27153858
1780496,Alfareria Hernandez,,327111,0 a 5 personas,,,,5 De Mayo,150.0,35,21.52322204,-102.23711458
1895197,Alfareria Illan Bravo,,327111,0 a 5 personas,,,,Zaragoza,8.0,75,20.79519393,-104.19703528
6918126,Alfareria Linos,,327111,0 a 5 personas,,,,Las Palomas,,35,21.52796417,-102.23463977
1899927,Alfareria Linos,,327111,0 a 5 personas,,,,Las Palomas,,35,21.52797159,-102.23467608
7406029,Alfareria Pancho,,327111,0 a 5 personas,,,,Tonala,268.0,101,20.61861321,-103.25259501
1847162,Alfarería Pimienta,,327111,0 a 5 personas,3213874378.0,,,Aldama,137.0,37,19.80875681,-104.21826672
1769179,Alfarería Pimienta,,327111,0 a 5 personas,3213874049.0,,,Aldama,139.0,37,19.80879864,-104.2182307
1780601,Alfareria Pinos,,327111,0 a 5 personas,4751070160.0,,,Ninguno,,35,21.51022458,-102.22491877
1961089,Alfareria Reyes,,327111,0 a 5 personas,,,,Cruz Verde,338.0,39,20.68167831,-103.35715954
7405669,Alfareria Sin Nombre,,327111,0 a 5 personas,3323006321.0,,,Matamoros,110.0,101,20.62035257,-103.24415283
1927691,Alfareria Sin Nombre,,327111,0 a 5 personas,,,,Independencia,54.0,101,20.62284295,-103.27115955
1927694,Alfareria Sin Nombre,,327111,0 a 5 personas,,,,Candelario Medrano Lopez,13.0,101,20.6253433,-103.27229837
1780887,Alfareria Sin Nombre,,327111,0 a 5 personas,,,,Las Palomas,21.0,35,21.52821222,-102.23570658
8993986,Alfareria Sin Nombre,,327111,0 a 5 personas,,,,Calvillo,,35,21.52736757,-102.23657626
7116613,Alfareria Sin Nombre,,327111,0 a 5 personas,,,,Pitayos,2.0,98,20.62253475,-103.30206401
1715608,Alfareria Sin Nombre,,327111,0 a 5 personas,3320585670.0,,,Morelos,,101,20.62138846,-103.27230975
7426008,Alfareria Trejo,,327111,6 a 10 personas,3311031920.0,,,Privada Del Cajon,328.0,101,20.63268479,-103.23932637
7565773,Alfareria Valdes,,327111,0 a 5 personas,3221709121.0,,,Felipe Topete,7.0,84,20.38525387,-104.81665859
1927687,Alfareria Vargas Elaboracion De Teja,,327111,0 a 5 personas,3314717689.0,,,Independencia,22.0,101,20.62487564,-103.27176517
7494421,Alfarero,Alfarero ,327111,0 a 5 personas,3322526783.0,,,Francisco De Miranda,219.0,98,20.63519052,-103.31364804
1927690,Alfereria,,327111,0 a 5 personas,,,,Independencia,6.0,101,20.62611828,-103.27178195
1938290,Alfra Publicidad,,323119,0 a 5 personas,3787813999.0,,,Bartolo Hernandez,577.0,93,20.81801422,-102.76976453
6811760,Alimentos Y Plasticos,Alimentos Y Plasticos Gp Sa De Cv,326110,6 a 10 personas,,rmoyalopez35@gmail.com,,Jilguero,123.0,39,20.6546652,-103.35504817
1654484,Allegro,Impresionadores Sa De Cv,323119,11 a 30 personas,3336130242.0,cobranza@allegreimpresionadores.com.mx,,Hospital,152.0,39,20.68601652,-103.33856638
9095763,Almacen De Macetas Sin Nombre,,327111,0 a 5 personas,,,,Jose Alvarez Fernandez,704.0,101,20.59700941,-103.24920799
8012914,Almacen De Producto Terminado Interlub,Interlub Sa De Cv,324191,0 a 5 personas,,,www.interlub.com,Anillo Periferico Norte Manuel Gomez Morin,880.0,120,20.74031919,-103.39801318
8990361,Almacen De Producto Terminado Y Embarques Interlub Group,Interglass Sa De Cv,324191,0 a 5 personas,,,www.interglass.com,Anillo Periferico Norte Manuel Gomez Morin,880.0,120,20.74031919,-103.39801318
6918142,Almacen Plasticos,,326110,0 a 5 personas,,,,Gladiola,14.0,97,20.58657257,-103.44076467
8513294,Almacenadora De Deposito Moderno,Almacenadora De Deposito Moderno Sa De Cv,321920,0 a 5 personas,,,,Plata,,70,20.55003965,-103.31825279
8389497,Almacenadora Occidental,Almacenadora Occidental Sa De Cv,326290,31 a 50 personas,,gerenciaalmosa@globospayaso.com,,Rio Tototlan,1741.0,39,20.63876988,-103.33247424
1872087,Alper Impresos,,323119,6 a 10 personas,3338110305.0,alper20@prodygi.net.mx,,Penitenciaria,786.0,39,20.66503791,-103.35677291
6338132,Alta Calidad En Inyeccion,Alta Calidad En Inyeccion Sa De Cv,326160,101 a 250 personas,,contabilidad@asisapet.com,www.acisapet.com,Brida,247.0,98,20.57078192,-103.34515103
6341882,Alta Provedora De Consumo,Alta Provedora De Consumo Sa De Cv,326193,101 a 250 personas,3318030122.0,dplascenci@alproco.com.mx,,Vereda De Las Violetas,19.0,97,20.45737302,-103.24282909
8690884,Alta Tecnologia En Diseño,Alta Tecnologia En Diseño S De Rl De Cv,326193,6 a 10 personas,,,,Ingeniero Pastor Ravoix,449.0,120,20.72939582,-103.37321095
6811386,Alta Transformacion De Guadalajara,Alta Transformacion De Guadalajara Sa De Cv,322210,31 a 50 personas,3331243341.0,contabilidad@altatransformacion.com.mx,,De Las Flores,13.0,97,20.47534739,-103.5066176
6233673,Alucaps Mexicana De Occidente,Alucaps Mexicana De Occidente Sa De Cv,326194,251 y más personas,,jc.gutierrez@grupoalucaps.mx,,Heroes De Nacozari,400.0,53,21.36527778,-101.9583333
9425365,Am Global Trading,Am Global Trading Sa De Cv,323119,6 a 10 personas,,,wwwamglobal.co.mx,8-A,1779.0,39,20.64686853,-103.3504135
9454367,Am Grafica,Am Grafica Sa De Cv,323119,11 a 30 personas,,edicsa@megared.net.mx,,Reforma,814.0,39,20.68008499,-103.3565982
1690182,Amano Envases,,326193,11 a 30 personas,,,,Francisco Silva Romero,1240.0,39,20.65156187,-103.34342995
8406047,Amc Publicidad E Impresiones,,323119,0 a 5 personas,,,,Avenida De La Cruz,3004.0,39,20.71276816,-103.31531383
6343093,Amcor Rigid Packaging,Amcor Rigid Plastics Sa De Cv,326160,11 a 30 personas,,,,Capilla,4000.0,44,20.43583333,-103.21305556
1833853,American Graphics Shop,Global Grafico S De Rl ,323119,11 a 30 personas,3336162660.0,administracion@agsfull.com,,Lerdo De Tejada,2410.0,39,20.67080265,-103.3774806
1852520,Amplitud Grafica,,323119,0 a 5 personas,,amplitudger@hotmail.com,,Galeana,317.0,39,20.67177205,-103.34858013
1667163,Ancor Impresores,,323119,0 a 5 personas,3336134552.0,ancorimpresores@hotmail.com,,Colon,360.0,39,20.6709264,-103.34827039
6761673,Angruplast,Angruplast Sa De Cv,326110,251 y más personas,,lgascon@anguiplast.com,,Libramiento Nte Km 2 Carr Arandas Tepatitlan,,8,20.72830972,-102.37458389
6866324,Anguiplast,Anguiplast Sa De Cv,326110,251 y más personas,,lgascon@anguiplast.com,www.anguiplast.com,Estatal Libre 350  Km2,,8,20.72737029,-102.37541845
7810370,Anima Print,,323119,0 a 5 personas,,,,Jose Luis Verdia,1.0,39,20.67187025,-103.33556345
1852491,Animation,Imagina E Umprime S De Rl De Cv,323119,11 a 30 personas,3315934066.0,,animation.com.mx,Libertad,1010.0,39,20.67132931,-103.34978141
1667136,Animation,Imagina E Imprime S De Rl De Cv,323119,0 a 5 personas,3336130952.0,,animation.com.mx,Miguel Blanco,1009.0,39,20.67199014,-103.34976925
7866048,Anticongelantes Arti,,324191,6 a 10 personas,,arti_1@hotmail.com,,Guayana,2247.0,39,20.64857054,-103.38397558
1736198,Anuncios En Lona Pana Design,,323119,0 a 5 personas,3312620418.0,,,Aquiles Serdan,338.0,98,20.55445438,-103.44864278
1954841,Anuncios Impresos,,323119,0 a 5 personas,3331922248.0,c.visual3@gmail.com,,Hacienda De Cofradia,1755.0,39,20.69590738,-103.30149378
8664181,Anuncios Luminosos Axtam,,323119,6 a 10 personas,,,,Aquiles Serdan,284.0,39,20.67521706,-103.3281006
1852451,Anuncios Y Letras,,323119,0 a 5 personas,,idea_articulos@hotmail.com,,Miguel Blanco,,39,20.67206109,-103.34829725
1700399,Anuncios Y Multiservicios,,323119,0 a 5 personas,3336337480.0,,,Periferico Norte Manuel Gomez Morin,22561.0,120,20.72932627,-103.41335959
1784015,Anuncios Y Señalamientos Monterrey,,323119,0 a 5 personas,4747411089.0,senalamientosmty@gmail.com,,Doctor J. Salvador Camarena,723.0,53,21.35376062,-101.93774208
1674778,Apk Recubrimientos Y Maquilas,Apk Recubrimientos Y Maquilas Sa De Cv,325510,6 a 10 personas,3336941020.0,apk_ev@hotmail.com,,54 Rafael Najera,3524.0,39,20.63090633,-103.38103701
1642274,Apoyo Noty,Apoyo Noty Sa De Cv,323119,11 a 30 personas,,ventas@apoyonoty.com,www.apoyonoti.com,Cruz Verde,174.0,98,20.64251573,-103.3146601
8389567,Apyder Graf,,323119,0 a 5 personas,3317787626.0,spaidergraf@gmail.com,,Siete Colinas,1655.0,39,20.70187477,-103.32897414
9409631,Aquaplas Mexico Jalisco,Aquaplas Mexico Sa De Cv,326193,11 a 30 personas,,mariadejesus.selvera@cemix.com,www.almicon.com,El Salto,18.0,97,20.49299312,-103.25589123
6263943,Archroma Internacional De Mexico,Archroma Internacional De Mexico S De Rl De Cv,325130,251 y más personas,,ana.hernandez@archroma.com,,Ninguno,5.0,30,20.39752565,-103.10419403
1840122,Aries Publicidad,,323119,6 a 10 personas,,swoosh_jvs@hotmail.com,,Rio Altar,2363.0,39,20.63903937,-103.32761152
6799757,Aripack,Aripack S De Rl De Cv,326110,11 a 30 personas,3336895876.0,pgil@aripack.com.mx,www.aripack.com.mx,Libre A Zapotlanejo,711.0,101,20.60247866,-103.24320859
1674781,Armado De Cajas De Madera,,321920,0 a 5 personas,,,,Isla Cozumel,3718.0,39,20.62940924,-103.38386644
1709071,Armado De Tarimas De Madera Hery,,321920,6 a 10 personas,3314252216.0,,,16 De Septiembre,6135.0,120,20.74904606,-103.33471889
9441144,Arquitectura En Fibra De Vidrio,Arquitectura En Fibra De Vidrio Sa De Cv,326198,0 a 5 personas,,,,8 De Julio,1653.0,39,20.65193636,-103.3589874
6727609,Ars Diseño,Ars Diseno Y Moda Sa De Cv,326290,31 a 50 personas,3315439000.0,,,Doctor Angel Leaño,401.0,120,20.7526147,-103.41573378
1717788,Artcam,,327111,0 a 5 personas,,carmenmarin_artcam@hotmail.com,,Ramon Corona,18.0,101,20.62386069,-103.23994111
1717976,Arte Contemporaneo,,327111,0 a 5 personas,,,,Pedro Moreno,20.0,101,20.62091103,-103.23589479
1859045,Arte Digital,,323119,6 a 10 personas,,artedigital.archivos@gmail.com,www.artedigitalgdl.com.mx,Avenida De La Paz,2517.0,39,20.67197635,-103.38040226
1938431,Arte Digital,,323119,0 a 5 personas,,artedigital_tepa@hotmail.com,,H. Garza,1.0,93,20.8156574,-102.76382969
7491835,Arte Diseñoy Publicidad Mb,,323119,0 a 5 personas,,morphos_graphics@hotmai.com,,Vicente Guerrero,15.0,24,20.36663134,-103.82396841
1803131,Arte Grafico,,323119,0 a 5 personas,,,,Cristobal Colon,618.0,23,19.71705221,-103.46050553
8982244,Arte Impreso,,323119,0 a 5 personas,,,,Josefa Ortiz De Dominguez,2866.0,39,20.66810624,-103.29717773
7427052,Arte Y Cantera,,327991,0 a 5 personas,,,,Periferico,,101,20.65863433,-103.23283359
8282087,Arte Y Creacion,,323119,0 a 5 personas,3316899078.0,,,Comonfort,266.0,98,20.60154921,-103.40009521
7867276,Arte Y Diseño En Barro,,327111,11 a 30 personas,,,,Privada Camino Viejo A Tonala,60.0,98,20.613,-103.28103086
1871069,Artegos,,323119,0 a 5 personas,3317057082.0,recepcion@artegos.com.mx,,Colon,414.0,39,20.6701049,-103.34883317
1870519,Artes Gráficas Aleare,Artes Graficas Aleare Sa De Cv,323119,11 a 30 personas,3336582709.0,agaleare@gmail.com,www.agaleare.com,Cipres,1418.0,39,20.65605115,-103.36162978
1827211,Artesania,,327111,0 a 5 personas,,,,Tezozomoc,20.0,101,20.62360758,-103.23461174
1806609,Artesania,,327111,0 a 5 personas,3314482147.0,,,Privada Pino Suarez 2,92.0,30,20.29767799,-103.19371046
1717352,Artesania En Barro,,327111,0 a 5 personas,,,,Hidalgo,209.0,101,20.62862387,-103.2413663
9373030,Artesania En Yeso,,327111,0 a 5 personas,3323455491.0,,,Joyeros,61.0,101,20.6179657,-103.24480631
1654639,Artesanias,,327111,0 a 5 personas,,,,Carlos Paez Stille,28.0,23,19.69749743,-103.47773591
1714196,Artesanias,,327111,0 a 5 personas,,,,Fresno,304.0,101,20.64963465,-103.25457804
1730487,Artesanias,,327991,0 a 5 personas,3921096362.0,,,Diamante,15.0,63,20.35329588,-102.75738176
7494726,Artesanias,,327111,0 a 5 personas,3317220575.0,,,Santos Degollado,248.0,98,20.63503862,-103.31470579
1707040,Artesanias,Arte Y Diseño Cotantik Sc De Rl,327111,6 a 10 personas,3331655696.0,,,8,223.0,120,20.72010781,-103.37302225
7426660,Artesanias,,327111,0 a 5 personas,,,,Rosales,574.0,98,20.64061718,-103.29568858
7426116,Artesanias,,327111,0 a 5 personas,,,,Privada Del Cajon,12.0,101,20.63083299,-103.23987489
1815628,Artesanias,,327111,0 a 5 personas,,,,Petril El Bordo,0.0,101,20.57735125,-103.22921138
1815705,Artesanias Aguayo,,327111,0 a 5 personas,,,,Azaleas,50.0,101,20.58710802,-103.22537952
8846455,Artesanias Alvarado,,327111,0 a 5 personas,3313664486.0,,,Revolucion,116.0,101,20.62274848,-103.25028575
7861499,Artesanias Ayala Palomino,,327111,0 a 5 personas,,,,Francisco I. Madero,136.0,33,20.44937933,-102.13413793
7331832,Artesanias Barro Betus,,327111,0 a 5 personas,3321571647.0,gustavomontelongo23@hotmail.com,,Independencia,46.0,101,20.62365034,-103.27140055
7135983,Artesanias Barro Navideñas,,327111,0 a 5 personas,,,,Granada,144.0,98,20.6173737,-103.30465752
7063154,Artesanias Bejarano,,327111,0 a 5 personas,,,,Juan Rulfo,0.0,82,19.88497939,-103.58632572
